timestamp,Ch1 (0→1),Ch2 (1→2),Ch3 (2→3),Ch4 (3→0)
1775798710.023259,0.1074,0.174,0.1074,0.1697
1775798710.383753,0.1031,0.202,0.1031,0.1719
1775798710.744113,0.1117,0.174,0.1139,0.202
1775798711.104558,0.101,0.202,0.1139,0.1676
1775798711.4648771,0.0945,0.1783,0.1031,0.1977
1775798711.825196,0.0967,0.1826,0.1053,0.1719
1775798712.18559,0.1053,0.1869,0.1117,0.1998
1775798712.546023,0.1096,0.174,0.1074,0.1762
1775798712.906456,0.0988,0.1955,0.1096,0.1633
1775798713.266706,0.1031,0.174,0.1074,0.1676
1775798713.627105,0.1053,0.1955,0.1053,0.1633
1775798713.98751,0.101,0.1654,0.1074,0.1934
1775798714.347959,0.101,0.1633,0.1074,0.1568
1775798714.7082,0.0967,0.1783,0.1074,0.1848
1775798715.0685298,0.0945,0.1633,0.1074,0.1568
1775798715.4289432,0.1074,0.1762,0.1096,0.1611
1775798715.789137,0.2127,0.5822,0.4898,0.535
1775798716.148944,0.1117,0.5285,0.0924,0.5844
1775798716.5088909,0.0666,0.5135,0.0666,0.5264
1775798716.868816,0.1461,0.4447,0.0795,0.55
1775798717.228718,0.1439,0.5285,0.101,0.5887
1775798717.5886478,0.0881,0.4834,0.073,0.5264
1775798717.948543,0.1525,0.3717,0.0859,0.5779
1775798718.308513,0.1504,0.5285,0.1031,0.5801
1775798718.668417,0.0838,0.4834,0.0687,0.5264
1775798719.028254,0.1439,0.3545,0.0902,0.5822
1775798719.3882098,0.1568,0.5307,0.0859,0.5758
1775798719.748211,0.0773,0.5199,0.0752,0.5285
1775798720.108106,0.1053,0.4426,0.0838,0.5758
1775798720.467822,0.159,0.5307,0.1031,0.5521
1775798720.827708,0.1203,0.5887,0.058,0.5285
1775798721.187945,0.101,0.4684,0.073,0.5801
1775798721.5474381,0.1805,0.5887,0.0859,0.5285
1775798721.90725,0.1504,0.5285,0.0924,0.5865
1775798722.267123,0.1031,0.5672,0.0795,0.5285
1775798722.627105,0.101,0.4641,0.0687,0.5865
1775798722.9870741,0.1611,0.5307,0.0881,0.5629
1775798723.346878,0.1225,0.5865,0.0602,0.5285
1775798723.706937,0.1031,0.4641,0.0709,0.5865
1775798724.066932,0.1633,0.5307,0.0967,0.5457
1775798724.426589,0.1139,0.5779,0.058,0.5479
1775798724.786529,0.1031,0.4684,0.0795,0.5844
1775798725.146539,0.2041,0.5715,0.0816,0.5285
1775798725.506516,0.1332,0.5564,0.0752,0.5779
1775798725.8662138,0.101,0.4684,0.0709,0.5672
1775798726.22627,0.1805,0.5865,0.0773,0.5285
1775798726.58607,0.1117,0.4791,0.376,0.3867
1775798726.946249,0.1096,0.3889,0.1053,0.3824
1775798727.306156,0.1053,0.376,0.1117,0.3953
1775798727.666222,0.1053,0.3631,0.1182,0.3846
1775798728.026324,0.1074,0.3717,0.116,0.3824
1775798728.386305,0.101,0.3631,0.1182,0.3631
1775798728.7462919,0.1031,0.3566,0.1096,0.3545
1775798729.1064131,0.101,0.3824,0.1139,0.3523
1775798729.4664478,0.0967,0.3889,0.1053,0.3566
1775798729.8263931,0.0988,0.3846,0.1225,0.3502
1775798730.1864698,0.1031,0.3889,0.1203,0.3932
1775798730.546327,0.1031,0.3717,0.1139,0.3996
1775798730.906508,0.1053,0.3717,0.1182,0.3975
1775798731.266412,0.0924,0.3975,0.1074,0.3695
1775798731.626365,0.0988,0.3996,0.116,0.376
1775798731.986162,0.1053,0.3738,0.1203,0.4125
1775798732.3461819,0.1053,0.3803,0.1139,0.3932
1775798732.7062101,0.0988,0.4018,0.1139,0.3674
1775798733.066167,0.1074,0.3889,0.1096,0.376
1775798733.426071,0.101,0.376,0.1117,0.4104
1775798733.7860239,0.1053,0.3695,0.1182,0.3652
1775798734.14592,0.0945,0.3932,0.1139,0.3781
1775798734.505855,0.1074,0.3717,0.1139,0.3975
1775798734.865665,0.0988,0.4018,0.1074,0.3674
1775798735.2256,0.0967,0.3932,0.1074,0.4039
1775798735.585592,0.1074,0.3652,0.1182,0.3953
1775798735.945461,0.101,0.9195,0.2105,0.6768
1775798736.305561,0.101,0.8293,0.2406,0.5521
1775798736.665459,0.1053,0.3545,0.116,0.3824
1775798737.0253272,0.1117,0.3846,0.1053,0.3502
1775798737.38507,0.101,0.3674,0.1096,0.3867
