timestamp,Ch1 (0→1),Ch2 (1→2),Ch3 (2→3),Ch4 (3→0)
1775716635.523904,0.1053,0.1805,0.1096,0.2063
1775716635.884485,0.101,0.202,0.1096,0.1719
1775716636.24452,0.0988,0.1783,0.1053,0.202
1775716636.604995,0.1031,0.1783,0.1074,0.1762
1775716636.9655309,0.101,0.1912,0.1053,0.1719
1775716637.325994,0.101,0.1805,0.1096,0.1826
1775716637.686235,0.1074,0.2063,0.1096,0.174
1775716638.046608,0.0988,0.1934,0.1096,0.1719
1775716638.407184,0.0988,0.1826,0.1074,0.1848
1775716638.7676501,0.101,0.2041,0.1096,0.1783
1775716639.127852,0.1053,0.1934,0.1074,0.1783
1775716639.488283,0.0988,0.1826,0.1074,0.1826
1775716639.8488488,0.1053,0.2084,0.1074,0.1762
1775716640.209267,0.1053,0.1891,0.1074,0.1719
1775716640.569598,0.1053,0.1805,0.1096,0.1998
1775716640.9299982,0.101,0.2299,0.3781,0.5113
1775716641.290099,0.1182,0.5865,0.0881,0.5285
1775716641.650033,0.1203,0.5307,0.0387,0.5844
1775716642.0097358,0.1225,0.5629,0.0816,0.5285
1775716642.3698099,0.1139,0.5844,0.0881,0.5307
1775716642.729704,0.1182,0.5307,0.015,0.5844
1775716643.089681,0.1053,0.5865,0.0773,0.5285
1775716643.4493802,0.1289,0.5307,0.0902,0.5865
1775716643.809385,0.116,0.5307,0.0344,0.5801
1775716644.169302,0.1096,0.5865,0.0773,0.5285
1775716644.529949,0.1332,0.5307,0.0645,0.5844
1775716644.8891242,0.116,0.5414,0.0752,0.5285
1775716645.2489579,0.1139,0.5693,0.0859,0.5736
1775716645.608948,0.1354,0.5307,0.0537,0.5844
1775716645.968931,0.1139,0.5822,0.0795,0.5285
1775716646.328639,0.1225,0.5307,0.0107,0.5844
1775716646.68844,0.1246,0.5586,0.0816,0.5285
1775716647.0483131,0.1311,0.535,0.0859,0.5865
1775716647.4084191,0.1182,0.5307,0.0387,0.5844
1775716647.76826,0.1246,0.5822,0.0816,0.5285
1775716648.1279318,0.1311,0.5307,0.0129,0.5693
1775716648.487767,0.1246,0.5779,0.0881,0.5564
1775716648.8478458,0.116,0.5307,0.0473,0.5672
1775716649.2076259,0.0988,0.5865,0.0838,0.5285
1775716649.567468,0.1332,0.5307,0.0258,0.5758
1775716649.9273138,0.1203,0.5822,0.0859,0.5393
1775716650.28706,0.116,0.5543,0.0795,0.5285
1775716650.646954,0.1117,0.5822,0.0859,0.5479
1775716651.006697,0.1117,0.6102,0.2686,0.535
1775716651.366967,0.1053,0.1783,0.1053,0.1762
1775716651.727421,0.0988,0.202,0.116,0.1719
1775716652.0877042,0.1096,0.1912,0.0537,0.202
1775716652.4481401,0.101,0.1805,0.1074,0.1826
1775716652.808435,0.1053,0.1891,0.1117,0.1762
1775716653.168919,0.1053,0.1805,0.1074,0.2041
1775716653.529362,0.1031,0.1762,0.1053,0.1783
1775716653.889733,0.0988,0.2084,0.101,0.174
1775716654.250207,0.1053,0.1869,0.1096,0.2063
1775716654.610719,0.1053,0.1783,0.1031,0.1848
1775716654.971201,0.1053,0.1891,0.1074,0.174
1775716655.331481,0.0988,0.1891,0.1096,0.1719
1775716655.691987,0.101,0.1826,0.1031,0.2084
1775716656.052572,0.1074,0.1762,0.1053,0.1783
1775716656.414227,0.1031,0.1891,0.1031,0.1762
1775716656.7731562,0.1096,0.1805,0.1031,0.1826
1775716657.133625,0.101,0.1955,0.1053,0.174
1775716657.4940732,0.0967,0.1912,0.1096,0.202
1775716657.855289,0.0988,0.1869,0.1053,0.1848
1775716658.2149298,0.1031,0.2105,0.1031,0.1783
1775716658.575197,0.1031,0.1783,0.1117,0.202
1775716658.935742,0.101,0.202,0.1074,0.174
1775716659.296296,0.0967,0.1934,0.1096,0.1848
1775716659.6564639,0.0988,0.1826,0.1053,0.1826
1775716660.016912,0.101,0.2105,0.1053,0.1762
1775716660.377281,0.0967,0.1805,0.1053,0.1826
1775716660.7376819,0.0945,0.2063,0.1074,0.174
1775716661.0977879,0.1053,0.1848,0.1074,0.2041
