timestamp,Ch1 (0→1),Ch2 (1→2),Ch3 (2→3),Ch4 (3→4),Ch5 (4→5),Ch6 (5→6),Ch7 (6→7),Ch8 (7→0)
1776756347.0669498,0.0537,0.0516,0.0559,0.0516,0.0516,0.058,0.0494,0.0516
1776756347.440614,0.0559,0.0516,0.0559,0.0516,0.0516,0.0537,0.0516,0.0559
1776756347.814035,0.0537,0.0516,0.0537,0.0516,0.0516,0.0516,0.0516,0.0516
1776756348.1876411,0.0537,0.0537,0.0537,0.0516,0.0537,0.0559,0.0516,0.0516
1776756348.561449,0.058,0.0494,0.0494,0.0494,0.0516,0.0537,0.0537,0.0537
1776756348.9377081,0.0537,0.0537,0.0559,0.0494,0.0516,0.0537,0.0516,0.0516
1776756349.308396,0.0559,0.0516,0.0559,0.0516,0.0516,0.0537,0.0494,0.0537
1776756349.6819131,0.0559,0.0494,0.0537,0.0494,0.0494,0.0537,0.0516,0.0537
1776756350.05563,0.0559,0.0537,0.0559,0.0494,0.0516,0.0559,0.0494,0.0516
1776756350.429155,0.0537,0.0537,0.058,0.0516,0.0516,0.0516,0.0516,0.0537
1776756350.8026009,0.0537,0.0516,0.0559,0.0494,0.0516,0.0559,0.0494,0.0516
1776756351.176118,0.0537,0.0494,0.0559,0.0494,0.0516,0.0537,0.0516,0.0537
1776756351.549695,0.058,0.0537,0.0537,0.0516,0.0516,0.0537,0.0494,0.0516
1776756351.9232798,0.0537,0.0537,0.0559,0.0516,0.0516,0.0537,0.0516,0.0516
1776756352.296808,0.0559,0.0516,0.0537,0.0516,0.0516,0.0537,0.0516,0.0516
1776756352.6703858,0.0537,0.0537,0.0537,0.0494,0.0516,0.0537,0.0537,0.0516
1776756353.043823,0.0537,0.0516,0.0559,0.0516,0.0516,0.0537,0.0494,0.0516
1776756353.4173388,0.0537,0.0516,0.0559,0.0559,0.0516,0.0559,0.0516,0.0537
1776756353.790972,0.0559,0.0516,0.0537,0.0516,0.0516,0.0537,0.0516,0.0516
1776756354.164476,0.0559,0.058,0.0537,0.0516,0.0516,0.0537,0.0516,0.0516
1776756354.537911,0.0559,0.0537,0.0537,0.0516,0.0537,0.0537,0.0494,0.0494
