timestamp,Ch1 (0→1),Ch2 (1→2),Ch3 (2→3),Ch4 (3→4),Ch5 (4→5),Ch6 (5→6),Ch7 (6→7),Ch8 (7→0)
1776757035.186568,0.0451,0.0473,0.0537,0.0473,0.0473,0.0473,0.0494,0.0473
1776757035.56053,0.0408,0.0387,0.0451,0.0451,0.0408,0.043,0.0451,0.0387
1776757035.934578,0.0451,0.0473,0.0473,0.0516,0.0473,0.0473,0.0473,0.0473
1776757036.308418,0.0408,0.043,0.0473,0.0451,0.0473,0.0494,0.0451,0.0451
1776757036.682409,0.0451,0.0408,0.0451,0.043,0.0473,0.0451,0.0451,0.0494
1776757037.056271,0.0516,0.043,0.0516,0.0451,0.0473,0.0473,0.0494,0.0473
1776757037.43021,0.0451,0.0451,0.0494,0.0473,0.0451,0.043,0.0451,0.0473
1776757037.804183,0.0494,0.0494,0.0473,0.0516,0.0473,0.0494,0.0451,0.0473
1776757038.178154,0.0537,0.0451,0.0473,0.0473,0.0451,0.0494,0.0451,0.0516
1776757038.552139,0.0365,0.0387,0.0408,0.0365,0.0387,0.0365,0.0387,0.0387
1776757038.925845,0.0473,0.0473,0.0473,0.0451,0.0451,0.0451,0.0473,0.0451
1776757039.299871,0.0473,0.0451,0.0473,0.0473,0.0494,0.0473,0.0473,0.0473
1776757039.673878,0.0494,0.0473,0.0473,0.0494,0.0451,0.0451,0.0494,0.0473
1776757040.047657,0.0494,0.0451,0.0494,0.0473,0.0451,0.0473,0.043,0.0451
1776757040.421608,0.0473,0.0451,0.0473,0.0451,0.0494,0.0494,0.0473,0.0494
1776757040.7956119,0.0494,0.0451,0.0473,0.0473,0.0473,0.0494,0.0451,0.0494
1776757041.172228,0.0451,0.0451,0.0473,0.0451,0.0473,0.0494,0.0473,0.0451
1776757041.543256,0.0494,0.0473,0.0494,0.0473,0.0494,0.0494,0.0451,0.0473
1776757041.917363,0.0473,0.0494,0.0494,0.0473,0.0451,0.0494,0.0473,0.0473
1776757042.291499,0.0473,0.0451,0.0473,0.043,0.0451,0.0451,0.043,0.0494
1776757042.665419,0.0473,0.0451,0.0473,0.0451,0.043,0.0451,0.0451,0.0473
1776757043.039356,0.0408,0.0365,0.0408,0.0387,0.0387,0.043,0.0365,0.0408
1776757043.413246,0.0408,0.0408,0.0408,0.0408,0.0365,0.0365,0.0408,0.0387
1776757043.787165,0.0451,0.0451,0.0473,0.0494,0.0494,0.0494,0.0473,0.0451
1776757044.16101,0.0451,0.0451,0.0494,0.0494,0.0451,0.0473,0.0473,0.0473
1776757044.535008,0.0516,0.0473,0.0494,0.0473,0.0494,0.0516,0.0473,0.0451
1776757044.908993,0.0451,0.0451,0.0473,0.0494,0.0473,0.0473,0.0451,0.0451
1776757045.282658,0.0473,0.0451,0.0494,0.043,0.0494,0.0494,0.0451,0.0473
1776757045.656648,0.0494,0.0473,0.0516,0.0473,0.0494,0.0494,0.0494,0.0494
1776757046.0306282,0.0473,0.0516,0.0494,0.0451,0.0494,0.0451,0.0494,0.0473
1776757046.404494,0.0494,0.0473,0.0494,0.0451,0.0473,0.0516,0.0473,0.0473
1776757046.778348,0.0494,0.0473,0.0516,0.0473,0.0473,0.0451,0.0473,0.0516
1776757047.15224,0.0473,0.0494,0.0494,0.0451,0.0494,0.0473,0.0473,0.0494
1776757047.5261152,0.0494,0.0451,0.0451,0.0473,0.0451,0.0494,0.0451,0.0473
1776757047.8999438,0.0494,0.0473,0.0473,0.0494,0.0473,0.0494,0.0473,0.0473
1776757048.273961,0.0473,0.0473,0.0494,0.0473,0.0473,0.0473,0.0473,0.0451
1776757048.647924,0.0494,0.0451,0.0516,0.0451,0.0516,0.0473,0.0451,0.0537
1776757049.021666,0.0451,0.0451,0.043,0.043,0.0408,0.0408,0.0451,0.043
1776757049.3955789,0.043,0.0408,0.0451,0.043,0.0408,0.0408,0.0451,0.0408
1776757049.7695518,0.043,0.043,0.0473,0.043,0.043,0.0473,0.043,0.0451
1776757050.143421,0.0537,0.0473,0.0473,0.0494,0.0494,0.0516,0.0473,0.0451
1776757050.517299,0.0473,0.0473,0.0494,0.0494,0.0451,0.0473,0.0451,0.0451
1776757050.891223,0.0473,0.0451,0.0494,0.0494,0.0494,0.0473,0.0451,0.0473
1776757051.265163,0.0408,0.043,0.0408,0.0387,0.0387,0.0387,0.0408,0.043
1776757051.638916,0.043,0.043,0.0494,0.0451,0.043,0.0451,0.0451,0.0451
1776757052.0127602,0.0516,0.0473,0.0494,0.0494,0.0473,0.0494,0.0473,0.0473
1776757052.386782,0.0473,0.0473,0.0494,0.0494,0.0494,0.0473,0.0451,0.0494
1776757052.760579,0.0537,0.0451,0.0451,0.0451,0.0494,0.0451,0.0451,0.0451
1776757053.1345038,0.0494,0.0451,0.0451,0.0451,0.0473,0.0451,0.0451,0.0451
