timestamp,Ch1 (0→1),Ch2 (1→2),Ch3 (2→3),Ch4 (3→4),Ch5 (4→5),Ch6 (5→6),Ch7 (6→7),Ch8 (7→0)
1776301173.0854661,0.8465,0.6531,0.6875,0.3609,0.2492,0.2771,0.5307,0.4576
1776301173.4583511,0.8486,0.6553,0.6896,0.3631,0.2471,0.2771,0.5371,0.4576
1776301173.831245,0.8443,0.6553,0.6875,0.3652,0.2471,0.275,0.5328,0.4576
1776301174.2041311,0.8486,0.6531,0.6896,0.3609,0.2471,0.2771,0.5307,0.4576
1776301174.577054,0.8422,0.6531,0.6961,0.3652,0.2471,0.275,0.5328,0.4555
1776301174.950063,0.8486,0.6553,0.6896,0.3631,0.2514,0.275,0.5307,0.4576
1776301175.3229692,0.8486,0.6553,0.6875,0.3609,0.2471,0.2793,0.535,0.4576
1776301175.695907,0.8422,0.6553,0.6896,0.3674,0.2471,0.275,0.5328,0.4555
1776301176.068854,0.8486,0.6531,0.6875,0.3609,0.2471,0.275,0.5307,0.4576
1776301176.44171,0.8465,0.6531,0.6918,0.3631,0.2471,0.275,0.5328,0.4576
1776301176.814719,0.8422,0.6553,0.6918,0.3652,0.2492,0.275,0.5307,0.4576
1776301177.187563,0.8443,0.6531,0.6875,0.3609,0.2492,0.2793,0.5328,0.4576
1776301177.560461,0.8422,0.6553,0.6896,0.3652,0.2471,0.275,0.535,0.4555
1776301177.933467,0.8465,0.6531,0.6854,0.3631,0.2471,0.275,0.5307,0.4576
1776301178.309243,0.8486,0.6531,0.6896,0.3609,0.2449,0.2771,0.5328,0.4576
1776301178.679204,0.84,0.6531,0.6939,0.3652,0.2492,0.2729,0.5307,0.4555
1776301179.052186,0.8465,0.6531,0.6875,0.3609,0.2514,0.2771,0.5328,0.4576
1776301179.425133,0.8465,0.6531,0.6896,0.3631,0.2471,0.275,0.5371,0.4555
1776301179.797997,0.8443,0.6531,0.6875,0.3652,0.2471,0.2729,0.5307,0.4576
1776301180.170898,0.8465,0.651,0.6875,0.3609,0.2449,0.2771,0.5307,0.4576
1776301180.543915,0.8422,0.6531,0.6939,0.3652,0.2471,0.275,0.5328,0.4555
1776301180.9167008,0.8486,0.6531,0.6875,0.3631,0.2492,0.275,0.5307,0.4576
1776301181.289684,0.8486,0.6531,0.6875,0.3609,0.2471,0.2793,0.5371,0.4576
1776301181.662674,0.84,0.6531,0.6875,0.3674,0.2471,0.2729,0.5328,0.4555
1776301182.0355048,0.8486,0.651,0.6854,0.3609,0.2471,0.275,0.5307,0.4576
1776301182.408421,0.8443,0.6531,0.6939,0.3631,0.2471,0.275,0.5328,0.4555
1776301182.781346,0.8443,0.6531,0.6896,0.3631,0.2492,0.275,0.5307,0.4555
1776301183.154291,0.8422,0.6531,0.6875,0.3609,0.2471,0.2793,0.535,0.4576
1776301183.5272598,0.8422,0.6531,0.6875,0.3652,0.2471,0.275,0.535,0.4555
1776301183.9002209,0.8486,0.6531,0.6854,0.3631,0.2471,0.275,0.5307,0.4576
1776301184.273102,0.8486,0.6531,0.6896,0.3609,0.2449,0.2771,0.5328,0.4576
1776301184.645995,0.84,0.6531,0.6918,0.3652,0.2492,0.2729,0.5307,0.4555
1776301185.018976,0.8443,0.6531,0.6854,0.3609,0.2492,0.2771,0.5328,0.4576
1776301185.3917692,0.8443,0.6531,0.6875,0.3631,0.2449,0.275,0.5371,0.4555
1776301185.765218,0.8443,0.6531,0.6854,0.3652,0.2449,0.2729,0.5307,0.4576
1776301186.13764,0.8465,0.651,0.6896,0.3609,0.2449,0.2771,0.5307,0.4576
1776301186.510924,0.8422,0.6531,0.6939,0.3631,0.2471,0.2729,0.5328,0.4555
1776301186.883455,0.8465,0.6531,0.6875,0.3609,0.2492,0.275,0.5307,0.4576
1776301187.256437,0.8486,0.6531,0.6875,0.3609,0.2471,0.2771,0.535,0.4576
1776301187.629311,0.8422,0.6531,0.6875,0.3652,0.2471,0.2729,0.5328,0.4555
1776301188.002269,0.8486,0.651,0.6854,0.3609,0.2471,0.2771,0.5307,0.4576
1776301188.375144,0.8443,0.6531,0.6918,0.3631,0.2449,0.275,0.5328,0.4555
1776301188.748086,0.8465,0.6553,0.6875,0.3631,0.2492,0.275,0.5307,0.4576
1776301189.120995,0.8465,0.6553,0.6875,0.3609,0.2471,0.2793,0.535,0.4576
1776301189.4941819,0.8422,0.6553,0.6875,0.3631,0.2449,0.275,0.535,0.4555
1776301189.866873,0.8508,0.6531,0.6854,0.3609,0.2471,0.275,0.5307,0.4576
1776301190.239784,0.8508,0.6531,0.6896,0.3609,0.2449,0.275,0.5328,0.4576
1776301190.612882,0.8443,0.6553,0.6918,0.3652,0.2492,0.2729,0.5307,0.4555
1776301190.985673,0.8465,0.6553,0.6854,0.3609,0.2492,0.2793,0.5328,0.4576
1776301191.358573,0.8465,0.6553,0.6875,0.3631,0.2449,0.275,0.535,0.4555
1776301191.731652,0.8486,0.6553,0.6854,0.3652,0.2471,0.2729,0.5307,0.4576
1776301192.104458,0.8508,0.6553,0.6896,0.3609,0.2449,0.2771,0.5307,0.4576
1776301192.477398,0.8443,0.6553,0.6918,0.3631,0.2471,0.2729,0.5328,0.4555
1776301192.850326,0.8508,0.6553,0.6854,0.3609,0.2492,0.275,0.5307,0.4576
1776301193.2231739,0.8529,0.6553,0.6875,0.3609,0.2449,0.2771,0.5371,0.4576
1776301193.596193,0.8443,0.6553,0.6854,0.3652,0.2471,0.2729,0.5307,0.4555
1776301193.969158,0.8508,0.6531,0.6854,0.3609,0.2471,0.2771,0.5307,0.4576
1776301194.342061,0.8465,0.6553,0.6918,0.3631,0.2449,0.2729,0.5328,0.4555
1776301194.714887,0.8486,0.6553,0.6875,0.3631,0.2492,0.275,0.5307,0.4576
1776301195.087892,0.8486,0.6553,0.6875,0.3609,0.2471,0.2793,0.535,0.4576
1776301195.460892,0.8443,0.6574,0.6875,0.3652,0.2471,0.2729,0.535,0.4555
1776301195.833689,0.8508,0.6553,0.6854,0.3609,0.2471,0.275,0.5307,0.4576
1776301196.206618,0.8508,0.6553,0.6896,0.3609,0.2449,0.275,0.5328,0.4576
1776301196.579586,0.8443,0.6574,0.6896,0.3631,0.2471,0.2729,0.5307,0.4555
1776301196.952536,0.8465,0.6553,0.6854,0.3609,0.2492,0.2771,0.5328,0.4576
1776301197.3253062,0.8465,0.6574,0.6875,0.3631,0.2449,0.275,0.535,0.4533
1776301197.698334,0.8486,0.6553,0.6854,0.3631,0.2471,0.2729,0.5307,0.4576
1776301198.0713038,0.8508,0.6553,0.6875,0.3609,0.2449,0.2771,0.5307,0.4576
1776301198.4440892,0.8443,0.6574,0.6918,0.3631,0.2471,0.2729,0.5307,0.4555
1776301198.81709,0.8508,0.6553,0.6854,0.3609,0.2492,0.275,0.5307,0.4576
1776301199.1900349,0.8529,0.6574,0.6854,0.3609,0.2449,0.2771,0.5371,0.4555
1776301199.5628579,0.8465,0.6574,0.6854,0.3652,0.2471,0.2729,0.5307,0.4555
1776301199.935915,0.8508,0.6531,0.6854,0.3609,0.2471,0.2771,0.5307,0.4576
1776301200.3088782,0.8465,0.6553,0.6918,0.3631,0.2449,0.2729,0.5328,0.4555
1776301200.681621,0.8508,0.6574,0.6875,0.3631,0.2492,0.275,0.5307,0.4576
1776301201.0545752,0.8508,0.6574,0.6854,0.3609,0.2471,0.2771,0.535,0.4576
1776301201.427605,0.8443,0.6574,0.6875,0.3652,0.2449,0.2729,0.5328,0.4555
1776301201.8004391,0.8529,0.6553,0.6854,0.3609,0.2471,0.275,0.5307,0.4576
1776301202.173415,0.8508,0.6553,0.6896,0.3609,0.2449,0.275,0.5328,0.4576
1776301202.546359,0.8465,0.6574,0.6896,0.3652,0.2471,0.2729,0.5307,0.4555
1776301202.919172,0.8465,0.6553,0.6854,0.3609,0.2492,0.2771,0.5328,0.4576
1776301203.292196,0.8465,0.6574,0.6875,0.3631,0.2449,0.275,0.535,0.4533
1776301203.665139,0.8508,0.6553,0.6854,0.3652,0.2471,0.2729,0.5307,0.4576
1776301204.038069,0.8508,0.6553,0.6875,0.3609,0.2449,0.2771,0.5328,0.4576
1776301204.41095,0.8443,0.6553,0.6918,0.3652,0.2471,0.2729,0.5307,0.4555
1776301204.783851,0.8508,0.6553,0.6854,0.3609,0.2492,0.275,0.5307,0.4576
1776301205.15682,0.8508,0.6553,0.6875,0.3631,0.2449,0.275,0.5371,0.4555
1776301205.5296671,0.8465,0.6553,0.6854,0.3652,0.2449,0.2729,0.5307,0.4555
1776301205.902516,0.8508,0.6531,0.6875,0.3609,0.2449,0.2771,0.5307,0.4576
1776301206.275549,0.8443,0.6553,0.6918,0.3631,0.2449,0.2729,0.5328,0.4555
1776301206.6483898,0.8486,0.6553,0.6875,0.3631,0.2492,0.275,0.5307,0.4576
1776301207.021823,0.8508,0.6553,0.6854,0.3609,0.2449,0.2771,0.535,0.4576
1776301207.3943129,0.8422,0.6553,0.6854,0.3652,0.2471,0.2729,0.5328,0.4555
1776301207.767138,0.8508,0.6531,0.6854,0.3609,0.2449,0.275,0.5307,0.4576
1776301208.1401222,0.8486,0.6531,0.6896,0.3609,0.2449,0.2729,0.5328,0.4555
1776301208.513172,0.8443,0.6553,0.6896,0.3652,0.2471,0.2729,0.5307,0.4555
1776301208.886056,0.8443,0.6531,0.6854,0.3609,0.2471,0.2771,0.5328,0.4576
